id,title,slug,entities,category
13545,Coronavirus: Two screeners at LA airport contract virus,coronavirus-two-screeners-at-la-airport-contract-virus,"[""LA"",""Los Angeles International Airport"",""Centres for Disease Control and Prevention""]",Travel
13546,Nigeria re-elected UN peacekeeping committee chairman,nigeria-re-elected-un-peacekeeping-committee-chairman,"[""Nigeria"",""UN Peacekeeping Committee"",""United Nations Special Committee on Peacekeeping Operations"",""New York"",""Africa"",""General Assembly"",""International Criminal Police Organisation"",""Central African Republic"",""Lebanon"",""Egypt"",""Canada"",""Vice-Chair"",""Argentina"",""Democratic Republic of the Congo"",""UN Peacekeeping Department"",""Mali""]",Politics
13547,"Govt uncovered 70,000 ghost workers- Finance Minister",govt-uncovered-70-000-ghost-workers-finance-minister,"[""Academic Staff Union of Universities"",""Govt"",""Hajia Zainab Shamsuna Ahmed"",""Muhammadu Buhari"",""Kano""]",Law
13548,Rwandan traders breathe well as Dar es Salaam port gets moving again,rwandan-traders-breathe-well-as-dar-es-salaam-port-gets-moving-again,"[""Tanzania"",""Rwandan"",""Gasabo District"",""Africa"",""Morogoro"",""Dodoma"",""Iringa"",""Rwanda"",""Dar es Salaam"",""Eng Isack Kamwelwe""]",Business
13549,Nigerian govt commits another N620m to fight coronavirus,nigerian-govt-commits-another-n-620-m-to-fight-coronavirus,"[""Muhammadu Buhari"",""Nigerian"",""China"",""Zainab Ahmed"",""Ministry of Finance"",""COVID-19"",""Lagos""]",Health
13550,Fayemi says he has no plan to vie for presidency in 2023,fayemi-says-he-has-no-plan-to-vie-for-presidency-in-2023,"[""Babatunde Fashola"",""Kayode Fayemi"",""Ekiti State"",""Bola Ahmed Tinubu"",""Muhammadu Buhari"",""APC"",""Lagos State"",""Nigeria"",""Benue"",""Court"",""Nigeria Governors' Forum"",""Fayemi""]",Politics
13551,Manage Engine to pioneer 2020 Cloud and Security Summit,manage-engine-to-pioneer-2020-cloud-and-security-summit,"[""Serena Hotel"",""Kenya"",""Rwanda"",""CIOs"",""Zoho Corporation""]",Business
13552,UNILAG seeks reversal of convocation suspension,unilag-seeks-reversal-of-convocation-suspension,"[""University of Lagos"",""UNILAG"",""Adamu Adamu"",""Wale Babalakin""]",Education/Career
13553,Yul Edochie advises men to stop forcing career lady to stay at home,yul-edochie-advises-men-to-stop-forcing-career-lady-to-stay-at-home,"[""Yul Edochie""]",Entertainment
13554,SACCI: Business clime striving amid murky condition,sacci-business-clime-striving-amid-murky-condition,"[""US"",""South Africa"",""BCI"",""COVID-19""]",Business
13555,UK court jails Nigerian pastor for sexually assaulting children,uk-court-jails-nigerian-pastor-for-sexually-assaulting-children,"[""Birmingham"",""Nigerian"",""United Kingdom"",""UK""]",Law
13556,Adekola plays taxi driver alongside Akpororo in ‘Chatroom’,adekola-plays-taxi-driver-alongside-akpororo-in-chatroom,"[""Akpororo"",""Chatroom"",""Odunlade Adekola"",""Nigerian"",""Adekola""]",Entertainment
13558,MI drops ‘Judah the EP’,mi-drops-judah-the-ep,"[""Nigerian"",""MI Abaga""]",Entertainment
13559,"Don’t marry career-driven lady, keep her at home-Edochie",dont-marry-career-driven-lady-keep-her-at-home-edochie,"[""Yul Edochie"",""Nigerian""]",Entertainment
13560,Dabota recounts how she was mocked after divorce to billionaire husband,dabota-recounts-how-she-was-mocked-after-divorce-to-billionaire-husband,"[""UK"",""Nigeria"",""God"",""Lagos""]",Entertainment
13561,"BBNaija's Teddy A welcomes a baby, sends cute message to wife Bam Bam",bb-naijas-teddy-a-welcomes-a-baby-sends-cute-message-to-wife-bam-bam,"[""Lagos"",""Dubai"",""Big Brother Naija""]",Entertainment
13562,"Lawmakers fault FAA, Boeing for deadly 737 Max crashes",lawmakers-fault-faa-boeing-for-deadly-737-max-crashes,"[""Ethiopia"",""U.S. House Transportation Committee"",""U.S."",""FAA"",""Boeing"",""House"",""Lion Air"",""Ethiopian Airlines"",""Indonesia""]",Law
13563,"MI Abaga releases 'Judah EP', his 10th project",mi-abaga-releases-judah-ep-his-10-th-project,"[""MI Abaga""]",Entertainment
13564,More than half of all states have reported COVID-19 cases,more-than-half-of-all-states-have-reported-covid-19-cases,"[""Centers for Disease Control and Prevention"",""U.S."",""Florida"",""Washington state"",""King County"",""West Coast"",""Pierce County"",""New York"",""California"",""Seattle"",""Snohomish"",""Hawaii""]",Health
13565,"DJ Neptune features Mr Eazi, Joeboy in 'Nobody' video, with Michael Jackson impressions",dj-neptune-features-mr-eazi-joeboy-in-nobody-video-with-michael-jackson-impressions,"[""Eazi"",""Michael Jackson"",""DJ Neptune""]",Entertainment
13566,Ohio agrees to settle lawsuits filed by sex abuse survivors,ohio-agrees-to-settle-lawsuits-filed-by-sex-abuse-survivors,"[""Ohio State"",""Ohio"",""Ohio State University"",""Michael V. Drake"",""Dave Yost"",""Stephen Snyder-Hill"",""Richard Strauss""]",Law
13567,"Woman accused of handcuffing, whipping so with extension cord",woman-accused-of-handcuffing-whipping-so-with-extension-cord,"[""Texas"",""San Antonio"",""Bexar County""]",Law
13568,MI Abaga announces his exit from Chocolate City,mi-abaga-announces-his-exit-from-chocolate-city,"[""Warner Music"",""Audu Maikori"",""MI Abaga""]",Entertainment
13569,Remains thought to be missing 15-month-old found in Tennessee,remains-thought-to-be-missing-15-month-old-found-in-tennessee,"[""Tennessee"",""Tennessee Bureau of Investigation"",""Blountville"",""Sullivan County Sheriff's Office""]",Other
13570,"Reno mother kills husband, two kids in murder-suicide",reno-mother-kills-husband-two-kids-in-murder-suicide,"[""Nevada"",""NBC"",""KRNV"",""Reno"",""Damonte Ranch High School""]",Law
13571,Missing kids: Bond for Lori Vallow reduced to $1 million,missing-kids-bond-for-lori-vallow-reduced-to-dollar-1-million,"[""Idaho"",""Hawaii""]",Law
13572,Pompeo sticks up for Chambers' Grey's Anatomy departure,pompeo-sticks-up-for-chambers-greys-anatomy-departure,"[""Ellen Pompeo"",""Justin Chambers"",""Grey's Anatomy"",""Pompeo"",""Sandra Oh"",""Meredith Grey"",""Alex Karev""]",Entertainment
13573,Jonas gives his wife Turner love tap on her behind,jonas-gives-his-wife-turner-love-tap-on-her-behind,"[""Joe Jonas"",""Sophie Turner"",""Los Angeles"",""Studio City"",""Game Of Thrones"",""David Bowie"",""Balenciaga""]",Entertainment
13574,"Terry Apala features Niniola in new single, 'Lock Up'",terry-apala-features-niniola-in-new-single-lock-up,"[""Niniola"",""Terry Apala"",""Burna Boy""]",Entertainment
13575,"Aramide announces third edition of ""Songversation 3"" concert",aramide-announces-third-edition-of-songversation-3-concert,"[""Aramide"",""Artiste"",""The Muson Center""]",Entertainment
13577,Two more persons tested positive to COVID-1 in NSW,two-more-persons-tested-positive-to-covid-1-in-nsw,"[""NSW"",""COVID-19"",""NSW Department of Education"",""Canberra"",""Sydney"",""Italy"",""NSW Health"",""Epping Boys High School""]",Health
13578,Woman in life-threatening condition after being stab in domestic violent attack,woman-in-life-threatening-condition-after-being-stab-in-domestic-violent-attack,"[""South Australian"",""Renmark""]",Health
13579,More U.S. Veterans Have Committed Suicide In The Last Decade Than Died In The Vietnam War,more-u-s-veterans-have-committed-suicide-in-the-last-decade-than-died-in-the-vietnam-war,"[""U.S."",""VA"",""National Guard""]",Other
13581,Michigan to sanitize voting booths amid coronavirus fears,michigan-to-sanitize-voting-booths-amid-coronavirus-fears,"[""Michigan"",""Democratic"",""Bernie Sanders"",""Joe Biden"",""United States"",""Washington state"",""Indiana"",""Republican"",""Pennsylvania"",""U.S.""]",Politics
13582,Biden says his U.S. presidential campaign has raised about $22 million,biden-says-his-u-s-presidential-campaign-has-raised-about-dollar-22-million,"[""Biden"",""U.S."",""Joe Biden"",""Democratic""]",Politics
13583,New sneakers claimed to resemble Adolf Hitler,new-sneakers-claimed-to-resemble-adolf-hitler,"[""Russia"",""Nikolai Gogol"",""Edgar Allan Poe"",""Puma""]",Politics
13584,"Beytenu MKs vow to form government, say no 4th election",beytenu-m-ks-vow-to-form-government-say-no-4-th-election,"[""Benjamin Netanyahu"",""Yisrael Beytenu"",""Modiin"",""Blue and White"",""Knesset"",""Eli Avidar"",""Likud""]",Politics
13585,Coronavirus: 15 Americans under quarantine at Bethlehem hotel,coronavirus-15-americans-under-quarantine-at-bethlehem-hotel,"[""Americans"",""Bethlehem"",""American"",""Palestinian Authority"",""West Bank"",""PA"",""Reuters"",""Israel"",""Palestinians"",""Jerusalem"",""Palestinian"",""East Jerusalem"",""Tiberias"",""Ben Gurion Airport"",""Greece""]",Health
13586,"Biden, Bullock boost Dems' Senate hopes",biden-bullock-boost-dems-senate-hopes,"[""Biden"",""Senate"",""Democrats"",""Bernie Sanders"",""Steve Bullock"",""Joe Biden"",""Montana"",""Texas"",""North Carolina"",""Bob Casey"",""Heidi Heitkamp"",""Joe Manchin"",""Donald Trump"",""Barack Obama"",""North Dakota"",""Sanders""]",Politics
13587,Sanders bashes Biden on trade for blue-collar votes,sanders-bashes-biden-on-trade-for-blue-collar-votes,"[""Sanders"",""Biden"",""Joe Biden"",""Vermont"",""Michigan""]",Politics
13588,Gantz accuses PM of incitement,gantz-accuses-pm-of-incitement,"[""Benjamin Netanyahu"",""Benny Gantz"",""Blue and White"",""Knesset"",""Netanyahu"",""Yitzhak Rabin"",""Likud""]",Politics
13589,Senior member of Iran Guards reported killed in Syria,senior-member-of-iran-guards-reported-killed-in-syria,"[""Syria"",""Iran"",""Islamic Revolutionary Guard Corps"",""Fars"",""Reuters"",""Damascus"",""Syrian"",""Russia"",""Qassem Soleimani"",""Idlib"",""Turkey"",""Quds Force"",""Asghar Pashapour"",""Revolutionary Guards"",""Aleppo""]",Politics
13590,Five people injured in Lornie Road accident,five-people-injured-in-lornie-road-accident,"[""KK Women's and Children's Hospital"",""Tan Tock Seng Hospital"",""Singapore Civil Defence Force""]",Other
13591,Footballers who broke curfew during SEA Games fined,footballers-who-broke-curfew-during-sea-games-fined,"[""Singapore"",""Philippines"",""Singapore National Olympic Council"",""Zulqarnaen Suzliman"",""Tajeli Salamat"",""Zharfan Rohaizad"",""Shah Shahiran"",""Saifullah Akbar"",""Lionel Tan"",""Joshua Pereira"",""Hami Syahin""]",Law
13592,More safety checks for high-rise buildings,more-safety-checks-for-high-rise-buildings,"[""Parliament"",""Building and Construction Authority""]",Other
13593,Uber galled as French court gives driver 'employee' status,uber-galled-as-french-court-gives-driver-employee-status,"[""Uber"",""French"",""Paris"",""Colombia"",""Brazil"",""United States"",""Cour de Cassation"",""France""]",Law
13594,Sony makes Giles Wood head of services for PSE,sony-makes-giles-wood-head-of-services-for-pse-1,"[""Fujitsu"",""Nortel"",""Sony"",""Professional Services"",""Wood"",""European""]",Business
13595,Swiss cheese raises the bar at World Cheese Championship,swiss-cheese-raises-the-bar-at-world-cheese-championship,"[""Switzerland"",""Netherlands"",""Gruyere"",""Christian Schmutz"",""Bern"",""Monona Terrace"",""Wisconsin"",""Gouda"",""Thorp"",""U.S."",""Green Bay""]",Business
13596,Kenyan employment court backs Pipeline MD to retain office,kenyan-employment-court-backs-pipeline-md-to-retain-office,"[""Kenyan"",""Kenya Pipeline Company"",""Kenya""]",Business
13597,Several thousand Kenyan SMEs gain from VISA's grant program,several-thousand-kenyan-sm-es-gain-from-vis-as-grant-program,"[""Kenyan"",""SMEs"",""VISA"",""Kenya"",""Middle East"",""Africa"",""South Asia"",""Visa"",""United States""]",Business
13598,Exim Bank turns down fresh loan request from Uganda,exim-bank-turns-down-fresh-loan-request-from-uganda,"[""Exim Bank"",""Uganda"",""China Exim Bank"",""Kenya"",""China"",""Kampala"",""Kenya SGR"",""Kiema Kilonzo"",""Nairobi"",""Museveni"",""James Macharia"",""Yoweri Museveni"",""Uhuru Kenyatta"",""Mombasa"",""Naivasha"",""Kisumu"",""China Harbour Engineering Company"",""Bukasa Port"",""Malaba""]",Travel
13599,"Coronavirus: Retired doctors, nurses may be called on during Covid-19 outbreak",coronavirus-retired-doctors-nurses-may-be-called-on-during-covid-19-outbreak,"[""Nurses Organisation""]",Health
13601,Coronavirus Update: 60% of the world's population could become infected with covid-19,coronavirus-update-60-of-the-worlds-population-could-become-infected-with-covid-19,"[""Gabriel Leung"",""Australia"",""World Health Organisation"",""SARs"",""Hong Kong"",""COVID-19""]",Health
13602,Burnley vs Tottenham: Alli's penalty earns draw for Mourinho's team,burnley-vs-tottenham-allis-penalty-earns-draw-for-mourinhos-team,"[""Burnley"",""Tottenham"",""Dele Alli"",""Jose Mourinho"",""Mourinho"",""Spurs"",""Chris Wood"",""Hugo Lloris"",""Turf Moor"",""Ben Mee"",""Erik Lamela"",""Premier League"",""Giovani Lo Celso"",""Lucas Moura"",""Matej Vydra"",""Davinson Sanchez""]",Sports
13603,Palace vs Watford: Ayew's stunner lifts Palace into European contention,palace-vs-watford-ayews-stunner-lifts-palace-into-european-contention,"[""Crystal Palace"",""Jordan Ayew"",""Watford"",""European"",""Ayew"",""Selhurst Park"",""Wilfried Zaha"",""Premier League"",""Roy Hodgson"",""Champions League""]",Sports
13604,Southampton vs Newcastle: Saint-Maximin moves Magpies closer to safety,southampton-vs-newcastle-saint-maximin-moves-magpies-closer-to-safety,"[""Southampton"",""Allan Saint-Maximin"",""Graham Scott"",""Moussa Djenepo"",""Isaac Hayden"",""Saint-Maximin"",""Yan Valery"",""Steve Bruce"",""Premier League"",""Saints"",""Sofiane Boufal"",""Alex McCarthy"",""Matt Ritchie""]",Sports
13605,"Sheffield United vs Norwich: Sharp,  Henderson ensure victory for hosts",sheffield-united-vs-norwich-sharp-henderson-ensure-victory-for-hosts,"[""Sheffield United"",""Billy Sharp"",""Dean Henderson"",""Norwich"",""Premier League"",""Bramall Lane"",""Teemu Pukki"",""John Lundstram"",""Mario Vrancic"",""Josep Drmic"",""Ben Godfrey"",""European"",""Everton"",""Chelsea"",""Daniel Farke"",""Chris Wilder""]",Sports
13606,Arsenal vs West Ham: Lacazette scores winner after long VAR check,arsenal-vs-west-ham-lacazette-scores-winner-after-long-var-check,"[""Arsenal"",""Alexandre Lacazette"",""West Ham"",""VAR"",""Lacazette"",""Champions League"",""Mesut Ozil"",""Premier League"",""Jarrod Bowen"",""Michail Antonio"",""Bernd Leno"",""David Moyes"",""Mikel Arteta"",""Sokratis"",""Chelsea"",""Everton""]",Sports
13607,Wolves vs Brighton: Santo's team miss chance to go fourth,wolves-vs-brighton-santos-team-miss-chance-to-go-fourth,"[""Molineux"",""Nuno Espirito Santo"",""Brighton"",""Solly March"",""Leander Dendoncker"",""Old Trafford"",""Manchester United"",""Graham Potter""]",Sports
13608,Australia record third coronavirus death,australia-record-third-coronavirus-death,"[""Gladys Berejiklian"",""Australia"",""COVID-19"",""Australian Medical Association"",""NSW"",""Sydney""]",Health
13609,Coronavirus: Authorities purchased more face masks for medical workers,coronavirus-authorities-purchased-more-face-masks-for-medical-workers,"[""Greg Hunt"",""Australian"",""Australian Medical Association""]",Health
13610,Baby drowns in dam at caravan park South Australia,baby-drowns-in-dam-at-caravan-park-south-australia,"[""Adelaide"",""South Australia"",""Penola""]",Other
13611,"New Zealand to map out plan to support staff, businesses amid Covid-19 outbreak",new-zealand-to-map-out-plan-to-support-staff-businesses-amid-covid-19-outbreak,"[""New Zealand"",""Grant Robertson"",""COVID-19"",""IRD"",""CTU""]",Other
13612,Coronavirus: SARS says it's on top of things as SA confirms case,coronavirus-sars-says-its-on-top-of-things-as-sa-confirms-case-1,"[""SARS"",""South Africa"",""Moody's"",""G20"",""Massmart"",""South African Revenue Service"",""China""]",Other
13613,Search for boy who disappeared while swimming continues,search-for-boy-who-disappeared-while-swimming-continues-1,"[""National Sea Rescue Institute"",""Table View Beach"",""Cape Town"",""Kraaifontein"",""City of Cape Town""]",Other
13614,Six shot dead at Khayelitsha tavern,six-shot-dead-at-khayelitsha-tavern,"[""Khayelitsha"",""Western Cape""]",Other
13615,Philippine health chief denies underreporting coronavirus status,philippine-health-chief-denies-underreporting-coronavirus-status,"[""Philippine"",""Francisco Duque III"",""DOH"",""Rodrigo Duterte"",""CSMC"",""San Juan City"",""Muntinlupa City"",""Cardinal Santos Medical Center""]",Health
13616,Duterte to declare COVID-19 public health emergency Monday,duterte-to-declare-covid-19-public-health-emergency-monday,"[""Duterte"",""Rodrigo Duterte"",""Salvador Panelo"",""Malacañang"",""Francisco Duque III"",""Department of Health"",""Filipino"",""Salvador Medialdea"",""Department of Trade and Industry""]",Health
